year,question_id_specific,question_id_general,question_id_final,canceled,full_question,full_answer,full_answer_references,type,difficulty,difficulty_percentage,associated_image,option_1,option_2,option_3,option_4,option_5,correct_answer,Zalantzakoa,Ez da guztiz egokia
2010,88,9382,118238,FALSE,Se trata de una mujer de 35 años que tiene una historia de 5 meses de evolución de poliartritis crónica simétrica que afecta a pequeñas y grandes articulaciones periféricas. Había sido vista previamente por un médico que le había diagnosticado una artritis reumatoide. Elija de las siguientes respuestas que se refieren esta enfermedad la correcta:,"La pregunta hace referencia a conceptos sobre la Artritis Reumatoide. En aproximadamente 2/3 de los pacientes con AR se en uentra factor reumatoide positivo (respuesta 1 incorrecta). La pérdida del cartílago articular y las erosiones óseas se producen al cabo de meses de actividad mantenida (respuesta 2 incorrecta). No existen características especiales en los pacientes que pronostiquen su respuesta a los antirreumáticos con capacidad de modificación de la enfermedad (DMARD). Tampoco se han definido las indicaciones para emprender el tratamiento con alguno de estos fármacos. Hace poco se obtuvieron pruebas que demuestran que la administración de DMARD al principio de la artritis reumatoide reduce las erosiones óseas e impide el avance de la incapacidad. Ahora se sabe que este tipo de tratamiento debe iniciarse tan pronto como se establece el diagnóstico de artritis reumatoide, en particular en los pacientes con datos de una artritis agresiva y un pronóstico sombrío. Sigue en controversia cuál DMARD sería el fármaco de primera opción, y los estudios no han logrado demostrar una ventaja uniforme de uno respecto a otro. Pese a esto, el metotrexato ha surgido como el DMARD de elección.(respuesta 3 correcta). El aumento en la tasa de mortalidad al parecer está limitado a pacientes con artropatía más grave y puede atribuirse en gran parte a la infección y a la hemorragia gastrointestinal así como a un mayor riesgo de enfermedades cardiovasculares (respuesta 4 incorrecta). La AR aumenta la frecuencia de linfoma en particular de Linfoma de células B gigantes (respuesta 5 incorrecta.)","1. HARRISON 17o edic., Pág 2090",REUMATOLOGÍA,Fácil,"0,89",,Más del 95% de los pacientes con artritis reumatoide tiene en su suero niveles elevados de factor reumatoide.,Las erosiones articulares en las articulaciones de las manos y pies en esta enfermedad comienzan a aparecer después de 5 años de evolución.,El tratamiento estándar en esta paciente debe incluir fármacos modificadores de la enfermedad. de preferencia metotrexato.,La mortalidad por enfermedad cardiovascular en estos pacientes esta disminuida.,La mortalidad por cánceres sólidos y linfomas en estos pacientes está disminuida.,3,,
2010,89,9383,118239,FALSE,"Un varón de 80 años, diabético de años de evolución, acudió a consulta por rigidez de raquis de 10 años de evolución. En la anamnesis dirigida no refería dolor alguno. La exploración física evidenció una gran disminución de la flexo extensión, flexiones laterales y rotaciones del raquis cervical. El raquis dorsal y lumbar también estaban limitado. La radiología evidenció calcificaciones en la cara antero-lateral de los cuerpos vertebrales formando puentes óseos intervertebrales, que predominaban en lado derecho: el espacio discal estaba conservado. ¿Cual es su diagnóstico?:","La hiperostosis anquilosante vertebral de Forestier- Rotes ocurre en personas de mediana edad y ancianos y por lo general no es sintomática. La calcificación ligamentosa da el aspecto de ""escurrimiento de cera"" en los cuerpos anteriores de las vértebras. Se conservan los espacios de los discos intervertebrales, y las articulaciones sacroiliacas y apofisiarias tienen aspecto normal, lo que la ayuda a distinguir la de la espondilosis y de la espondilitis anquilosante, respectivamente (respuesta 3 correcta y 1 incorrecta). En la artrosis en los ancianos surgen de manera casi indefectible los cambios estructurales de OA; comprenden pérdida del cartílago y la aparición de osteofitos (respuesta 2 incorrecta). En la melorreostosis la principal manifestación es la hiperostosis lineal progresiva en uno o más huesos de una extremidad, por lo general inferior. El nombre proviene del aspecto radiográfico del hueso afectado, que semeja cera derretida que se ha escurrido de una vela (respuesta 4 incorrecta). La mastocitosis generalizada se define como una hiperplasia de células cebadas (mastocitos), a menudo de evolución lenta y no neoplásica. La expansión de mastocitos suele detectarse en la médula ósea y en las localizaciones periféricas de distribución normal, como la piel, la mucosa gastrointestinal, el hígado y el bazo (respuesta 5 incorrecta).",1. http://hiperostosisanquilosante.blogspot.com/,REUMATOLOGÍA,Normal,"0,51",,Espondilitis anquilopoyética.,Artrosis de raquis.,Hiperoslosis anquilosante vertebral de Forestier- Rotes.,Melorreostosis.,Mastocitosis.,3,,
2010,90,9384,118240,FALSE,"Mujer de 25 años que presenta un cuadro de 2 meses de evolución de artritis simétrica en manos, erupción fotosensible, hipertensión arterial y febrícula. Analítica: hemograma con 3.500 leucocitos/mm3, plaquetas 85.000/mm3, creatinina y transaminasas normales. Anticuerpos antinucleares positivos 1/320, antiDNA nativo positivo e hipocomplementemia. ¿Cuál de las siguientes pruebas aportaría información más relevante para el manejo de este caso?:","Estamos ante un cuadro clínico de Lupus eritematoso sistémico por lo tanto la actitud más adecuada es identificar si hay algún tipo de lesión renal ya que la nefritis suele ser la manifestación más grave del lupus, puesto que ésta y las infecciones constituyen las principales causas de mortalidad durante los primeros 10 años de evolución. La nefritis es asintomática en casi todos los pacientes con lupus, de manera que es importante realizar un examen general de orina en todo paciente con sospecha de esta enfermedad. Por tanto, está indicado administrar un tratamiento enérgico con inmunosupresores (casi siempre glucocorticoides y algún citotóxico), ante afección renal grave (respuesta 4 correcta y 1, 3 y 5 incorrectas). La determinación de anticuerpos antipéptido citrulinado se usan en en dg de artritis reumatoide (respuesta 2 incorrecta).",1. HARRISON 17o edic.Pags. 2076-2080,REUMATOLOGÍA,Difícil,"0,18",,Radiografía de manos.,Determinación de anticuerpos antipéptido cíclico citrulinado.,Determinación de anticuerpos anti Sm.,Sistemático de orina.,Aspirado de médula ósea.,4,,
2010,94,9388,118244,FALSE,"Mujer de 53 años que presenta una fractura cerrada del radio distal tipo ""Colles"" y ha sido tratada mediante reducción y colocación de yeso antebraquial. Como antecedentes relevantes no es fumadora y no tiene antecedentes de osteoporosis. Se obtuvo una reducción correcta y se ha optado por un tratamiento conservador. ¿Qué tiempo de inmovilización es el recomendado para una fractura de estas características?:","El tiempo adecuado de inmovilización de una fractura es un equilibrio entre el tiempo mínimo necesario para que no se produzca un desplazamiento secundario o favorezca una pseudoartrosis y el tiempo máximo para que no se produzcan pérdidas de movimiento en las articulaciones. En el miembro superior oscila entre menos de una semana para las fracturas de cabeza de radio, riesgo de rigidez articular, y 3-4 meses para las fracturas de escafoides, riesgo de pseudoartrosis. El tiempo de inmovilización habitual en el miembro superior es de 40 días (6 semanas) (respuesta 2 correcta). Una inmovilización de 2 semanas tiene mucho riesgo de provocar desplazamientos secundarios (respuesta 1 incorrecta). Inmovilizaciones de más de 10 semanas tienen mucho riesgo de provocar rigideces articulares (respuesta 3, 4 y 5 incorrectas).",1. MANUAL DE CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA (SECOT) Tomo II. 2a ed. Pag. 899 2. http://www.jano.es/ficheros/sumarios/1/64/1460/28/1v64n1460 a13042616pdf001.pdf,TRAUMATOLOGÍA,Normal,"0,49",,Un tiempo máximo de 2 semanas.,Un tiempo máximo de 6 semanas.,Un tiempo máximo de 10 semanas.,Un tiempo máximo de 14 semanas.,Un tiempo máximo de 18 semanas.,2,,
2010,96,9390,118246,FALSE,"Una mujer de 35 años diagnosticada de Lupus Eritematoso Sistémico en tratamiento con corticoides a una dosis de 0.5 mg/kg/día durante varios meses, con buen control de la actividad inflamatoria, acude a la consulta por dolor continuo en la rodilla de 3 semanas de evolución, de inicio brusco sin antecedente traumático. Aporta un examen radiográfico dentro de la normalidad. ¿Qué exploración complementaria entre los siguientes pediría a continuación?:","Una complicación habitual de los pacientes con lupus eritematoso sistémico es el desarrollo de necrosis óseas avasculares. No está claro si es debido al propio lupus o al tratamiento con dosis altas de corticoides. Esta debe ser nuestra primera sospecha diagnóstica y debemos pedir una resonancia magnética para confirmarlo (respuesta 5 correcta). Las respuestas 2, 3 y 4 se utilizan para el diagnóstico de artritis reactivas o/y sépticas. No hay datos clínicos que nos hagan sospechar este diagnóstico: inflamación local, fiebre...(respuestas 2, 3 y 4 incorrectas). La tomografía de rodilla es un estudio habitual en otras patologías articulares (respuesta 1 incorrecta).",1. MANUAL DE CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA (SECOT) Tomo I. 2a ed. Pag. 372 2. http://www.artroimagen.com/cards/view/461,TRAUMATOLOGÍA,Difícil,"0,05",,Tomografia de rodilla.,"Hemograma y formula leucocitaria, con Proteina C reactiva.",Recuento celular y bioquímica del líquido articular.,Cultivo del líquido articular.,Resonancia magnética.,5,,
2010,99,9393,118249,FALSE,"Hombre de 35 años. Antecedentes de epilepsia y adicción a drogas no parenterales. Ingresa en Urgencias tras ser encontrado comatoso en la calle. Al ingreso estuporoso, sin focalidad neurológica. Exploración cardiovascular normal. Tensión arterial 135/78 mm Hg. Dolor difuso a la compresión en miembros superior e inferior derechos, con pantorrilla derecha caliente y edematosa. Tras sondaje vesical se recuperan 200 mL de orina oscura. Analítica: hemoglobina 14,4 g/dl, 7.800 Ieucociíos/mm3, glucemia 68 mg/dl, urea 114 mg/dl, creatinina 4,4 mg/dl, úrico 9,9 mg/dl, calcio 7,0 mg/dl. Analítica de orina: densidad 1012. pH 5,5, proteinuria +, sedimento normal, sodio urinario 64 mmol/l. Ecografía renal normal. ¿A cuál de las siguientes pruebas o determinaciones analíticas le ve más utilidad inmediata para identificar la causa de la insuficiencia renal de este paciente?:","Consiste un cuadro de fracaso renal agudo, con “orina oscura” pero sedimento normal (sin hematíes). Destaca un calcio especialmente bajo (7 mg/dl) en probable relación con intensa hiperfosforemia (no nos dan ese dato). Los datos para orientar la causa del FRA son antecedentes de epilepsia, consumo de drogas vía NO parenteral e inflamación de tejidos blandos. Solicitar niveles de anticomiciales nos orientaría a saber si el paciente ha podido sufrir una convulsión por bajos niveles, pero los anticomiciales en sí mismos no son especialmente nefrotóxicos y por tanto no orientan a la causa del FRA (respuesta 1 incorrecta). Solicitar transaminasas tampoco nos aporta información sobre la causa del FRA aunque tenga daño hepático asociado (respuesta 3 incorrecta). Hemocultivos y urocultivos lo haríamos ante sospecha de paciente con bacteriemia o infección sistémica, pero carece de fiebre, no tiene leucocitosis, el consumo de drogas no es intravenoso... (respuesta 4 incorrecta). El estudio de vasos renales y de extremidades tampoco es muy orientativo, dado que ante sospecha de trombosis vascular, rara vez coincide en tres territorios a la vez (miembro superior, miembro inferior y ambos riñones) (respuesta 5 incorrecta). Parece tratarse de un paciente con rabdomiolisis intensa (inflamación de tejidos blandos) que ha causado FRA con hipocalcemia relevante y orina oscura (por la mioglobinuria) pero con ausencia de hematíes. Como factores de riesgo presente la epilepsia (la convulsión genera rotura de fibras musculares) y consumo de drogas (la cocaína también general rabdomiolisis). Ante dicha sospecha solicitaremos niveles de CPK (respuesta 2 correcta).","1. HERNANDO AVENDAÑO 3a edic, Pág. 769",NEFROLOGÍA,Fácil,"0,72",,Niveles de anticomiciales en sangre.,Nivel de creatinkinasa (CPK) en sangre.,Patrones de citolisis y colostasis hepática.,Hemoculüvos seriados y urocultivo.,"Estudio radiológico vascular, tanto de ríñones como de miembro inferior derecho.",2,,
2010,102,9396,118252,FALSE,"Paciente de 12 años que acude a urgencias por artralgia, dolor abdominal y hematuria macroscópica dos días después de haber sido diagnosticado de amigdalitis pultácea. A su ingreso la creatinina sérica es de 2 mg/dl. ¿Cuál es el diagnóstico más probable?:","Paciente joven, que presenta una faringitis y tras un breve periodo de latencia inicia un cuadro sugerente de nefropatía (hematuria) (respuesta 3 incorrecta). Dada la edad, la hematuria y la ausencia de edemas no parece compatible con un síndrome nefrótico (respuesta 5 incorrecta). No nos comentan antecedentes familiares, ni alteraciones oculares o auditivas que nos sugieran síndrome de Alport (respuesta 4 incorrecta). La forma de presentación de hematuria tras infección faríngea con breve periodo de latencia en alguien joven, es altamente sugerente de nefropatía IgA. Sin embargo, dado que presenta dolor abdominal y artralgias, debemos pensar en la forma sistémica de la nefropatía IgA: síndrome de Schonlein Henoch (respuesta 2 correcta).","1. FARRERAS 16 edic., Pág. 916 2. HERNANDO AVENDAÑO 3a edic, Pág. 383 Vasculitis Dolor abdominal Púrpura cutánea Artralgias Nefropatía Síndrome de Schoenlein Henoch",NEFROLOGÍA,Normal,"0,6",,Nefropatía IgA.,Síndrome de Schoenlein Henoch.,Glomerulonefritis postinfecciosa.,Síndrome de Alport.,Glomerulonefritis membranosa.,2,,
2010,103,9397,118253,FALSE,"Un paciente de 79 años y 70 Kg de peso con hipertensión arterial de 175/95 mmHg, así como antecedentes de infarto de miocardio e ictus cerebral presenta una creatinina de 1,9 mg/dl. Se inicia tratamiento con un inhibidor de la enzima de conversión de la angiotensina a dosis bajas. A los pocos días de inicio de tratamiento acude por dificultad para caminar y malestar general con tensión arterial de 150/90 mmHg. En la analítica se detecta creatinina de 6 mgr/dl y K+ de 7,8 mEq/l. Tras estabilizar y mejorar la situación del paciente que exploración realizaría de inicio para aclarar esta evolución:","Paciente con HTA y enfermedad vascular conocida (ACV pasado) presenta una enfermedad renal crónica con creatinina de 1,8 mg/dl. Tras introducir un IECA se produce un rápido empeoramiento de la función renal con intensa hiperpotasemia asociada. Dado el perfil epidemiológico (varón, de edad avanzada, con enfermedad arterioesclerótica conocida y fracaso renal tras bloqueo del SRAA) debemos sospechar estenosis de las arterias renales con nefropatía isquémica asociada. En base a esta sospecha se debe realizar pruebas de imagen dirigidas al estudio de las arterias renales (respuesta 4 correcta). La determinación de aldosterona es poco orientativa, pues probablemente esté elevada en plasma, pero por hiperaldosteronismo secundario a estenosis de arterias renales (respuesta 5 incorrecta).","1. FARRERAS 16 edic., Pág. 927",NEFROLOGÍA,Fácil,"0,87",,Biopsia renal.,Cistografia para descartar patología obstructiva baja.,Estudio de microalbuminuria.,Pruebas de imagen dirigidas al estudio de existencia de patología arterial renal.,Determinación de aldosterona en plasma.,4,,
2010,105,9399,118255,FALSE,"¿Cuál sería el diagnóstico más probable de un paciente de 35 años de edad que desde hace varias semanas presenta algún episodio aislado de hematuria leve, dolor en flanco de tipo cólico, polaquiuría y en el análisis de orina aparece piuría acida con urocultivo negativo?:","Se trata de un paciente joven con disuria, dolor cólico, hematuria episódica, sugerente todo ello de litiasis renal. Sin embargo, la presencia de piuria estéril, con “orina ácida” es altamente sugerente de tuberculosis urogenital (respuesta 4 correcta). La prostatitis aguda se presenta como cuadro agudo febril con dolor perianal (respuesta 3 incorrecta). Los tumores vesicales o de tracto urinario superior son raros en la juventud-edad media, y no se caracterizan por orina ácida (respuesta 5 incorrecta).","1. HERNANDO AVENDAÑO 3a edic, Pág. 540 2. FARRERAS 16 edic., Pág. 945",NEFROLOGÍA,Fácil,"0,92",,Cólico renal.,Tumor vesical.,Prostatitis aguda.,Tuberculosis urogenital.,Tumor del tracto urinario superior.,4,,
2010,106,9400,118256,FALSE,"Un hombre de 78 años de edad consulta por presentar desde hace unas semanas pérdida de pequeñas cantidades de orina sin ningún tipo de aviso previo. No lo relaciona con ninguna posición corporal ni actividad concreta. No presenta fiebre ni disuria. De entre las potenciales causas de incontinencia urinaria, ¿cuál es la más probable en este caso?:","Se trata de un cuadro de incontinencia. La pérdida es escasa y no percibida antes de que se produzca (por lo que no parece ser de tipo “urgencia” propia de infección de vías urinarias) (respuesta 1 incorrecta). Tampoco acontece en ocasiones concretas como risa, tos o cambios posturales (no se trata de tipo “esfuerzo” o estrés) (respuesta 4 incorrecta). Tal y como la describen parece ser una incontinencia por rebosamiento (la vejiga, intensamente repleccionada presiona sobre uretra y se produce pequeñas pérdidas de las que el paciente no es consciente). En un varón, de 78 años, sin clínica neurológica a otros niveles, la primera causa de incontinencia por rebosamiento se trata de hipertrofia benigna de próstata (respuesta 3 correcta).","1. FARRERAS 16 edic., Pág. 989",NEFROLOGÍA,Normal,"0,62",,Infección de vías urinarias.,Accidente vascular cerebral.,Hipertrofia de próstata.,Incontinencia de estrés.,Lesión del nervio pudendo.,3,,
2010,118,9412,118268,FALSE,Paciente de 39 años de edad sin antecedentes familiares ni personales de interés. Consulta por un cuadro de un mes de evolución caracterizado por un síndrome constitucional acompañado de dolor en hipocondrio derecho y hemicráneo izquierdo. La exploración física pone de manifiesto una lesión dolorosa y dura en región parietal izquierda así como una hepatomegalia dolorosa. La radiografía simple de cráneo muestra una lesión lítica con efecto de masa en parietal izquierdo de unos 5 cm de diámetro y la ecografía abdominal varias lesiones ocupantes de espacio en hígado. ¿Cuál sería la primera exploración que realizaría?:,"La asociación de lesión lítica en hueso, varias LOES (lesiones ocupantes de espacio) en hígado y síndrome constitucional nos debe hacer sospechar un cáncer. La prueba definitiva para confirmar el diagnóstico es la toma de muestra histológica que puede obtenerse mediante PAAF (punción aspiración con aguja fina) (respuesta 5 correcta). Los marcadores tumores no son específicos ni útiles para confirmar un diagnóstico de cáncer ni para determinar el origen del tumor, la mayor utilidad la tienen en la evaluación de la respuesta al tratamiento y en el seguimiento (respuesta 1 incorrecta). La TC de cuerpo entero sería el estudio de extensión de elección para tratar de localizar el tumor primario y las metástasis una vez se tenga la confirmación histológica y si en este no se localizase el primario podría realizarse un PET-TC (respuestas 2 y 3 incorrectas). Los estudios endoscópicos, gastroscopia + colonoscopia, deben limitarse a los pacientes con síntomas digestivos o hallazgos analíticos o en imagen que sugieran origen tumoral en estómago o colon (respuesta 4 incorrecta).","1. HARRISON, 17a edic., Pág. 614. Estudio patológico para confirmación diagnóstica de cáncer",ONCOLOGÍA,Difícil,"0,26",,Marcadores tumorales.,TC de cuerpo entero.,PET-TC.,Gastroscopia + colonoscopia.,Una PAAF.,5,,
2010,119,9413,118269,FALSE,Hombre de 59 años que durante su ingreso hospitalario se diagnostica de metástasis hepáticas de carcinoma de célula pequeña pulmonar. Se decide conjuntamente con Oncología su traslado para iniciar quimioterapia. El paciente no ha explicitado en ningún momento su deseo de conocer su situación. ¿Cuál de las siguientes sería la mejor forma de iniciar la información por parte del médico?:,"Existen 4 tipos de relación médico-paciente: informativa, paternalista, interpretativa y deliberativa de las que la más aceptada actualmente en nuestro medio es la deliberativa. La respuesta 1 equivale a una relación informativa, se da la información de forma directa sin tener en cuenta las necesidades del paciente (respuesta 1 incorrecta). La respuesta 2 equivale a una relación paternalista, que fue la dominante en nuestro país hasta hace unos años, en ella se ve al paciente como un ser débil a quien conocer la realidad le hará daño por lo que se considera que ocultarla es deber del médico (respuesta 2 incorrecta). La respuesta 3 equivale a una relación interpretativa en la que se reconoce que los valores del paciente pueden entrar en conflicto de acuerdo con la situación y por ello el profesional “interpreta” la información a dar de acuerdo a sus valores, pero de forma rígida e inmutable (respuesta 3 incorrecta). La respuesta 5 equivale a una relación deliberativa que es la adecuada puesto que se basa en el principio de beneficencia respetando la no maleficencia, la autonomía y teniendo en cuenta las necesidades de cada paciente por lo que se facilita la información y la toma de decisiones según las circunstancias y consecuencias individuales (respuesta 5 correcta).","1. GIL F. Manual Psico-Oncología, Págs. 39-56.",ONCOLOGÍA,Fácil,"0,8",,"""Mire, tenemos los resultados de las pruebas y a partir de este momento el Servicio de Oncología se hará cargo de su tratamiento ya que padece un carcinoma metastásico hepático"".","""La causa de los síntomas que han motivado su ingreso es un quiste del hígado que se ha complicado y hay que valorar con otros especialistas cómo hacer un tratamiento definitivo"".","""A pesar de que Ud. no ha manifestado nunca estar interesado por conocer el diagnóstico de su enfermedad, antes de trasladarlo al Servicio de Oncología debo informarle que tiene un cáncer de pulmón con metástasis en el hígado y va a requerir quimioterapia cuyos resultados no se podrán valorar de aquí a un tiempo"".",Informar sólo a los familiares ya que el paciente nunca preguntó sobre su proceso.,"""Si le parece bien hablamos del estado de su enfermedad..."". ""Con los exámenes practicados sabemos que tiene varios nodulos en el hígado, como quistes. En el análisis de la punción realizada aparecen unas células que sugieren un tumor maligno de procedencia pulmonar"". ""Este tipo de tumores responden a los tratamientos actuales con quimioterapia y por lo tanto le proponemos que el Servicio de Oncología, con el que ya hemos contactado. inicie esta pauta de inmediato"".",5,,
2010,123,9417,118273,FALSE,"Una mujer de 85 años consulta por cansancio y debilidad especialmente por las mañanas. A veces se encuentra inestable al caminar y tiene que sentarse para recuperar el equilibrio. En dos ocasiones ha tenido que sentarse para no caer pero niega síntomas de mareo. Tiene hipertensión arterial, incontinencia urinaria y artrosis. Su tratamiento es hidroclorotiazida (25 mg/d), oxibutinina (10 mg/d), lisinopril (10 mg/d), calcio (1500 mg/d) y paracetamol (3 gr/d). A la exploración destaca una tensión arterial de 115/70 mmHg, pulso 80 lpm. Sus movimientos son lentos. Tiene un temblor moderado en las manos. Puede levantarse de la silla lentamente pero sin necesidad de apoyarse en los brazos. Camina levemente inclinada hacia delante con poco balanceo de los brazos. Gira lentamente pero sin perder el equilibrio. No es capaz de mantenerse sobre un solo pie. ¿Cuál de las siguientes posibles actuaciones realizaría en primer lugar?:","Nos encontramos ante una hipotensión ortostatica en este caso probablemente secundaria a una enfermedad de Parkinson. La clínica que presenta el caso es un paciente con temblor en ambas manos, con bradicinesia (escaso movimiento de los brazos) con pérdida de reflejos posturales haciendo que el cuerpo se desplace hacia delante, diagnostico clínico de Parkinson. Además esta paciente asocia tratamientos hipotensores: diurético como hidroclorotiacida, inhibidores del enzima convertidor de la angiotensina como lisinopril, un antiespasmódico de uso en la urgencia miccional como la oxibutinina. De todas las opciones propuestas la primera a realizar es descartar que los cuadros presincopales sean secundarios a dicha hipotensión, por lo que deberemos realizar mediciones de tensión arterial tras permanecer el paciente en decúbito supino al menos 5 minutos y después de 1 y 3 minutos de postura erecta (respuesta 4 correcta). La camilla basculante es útil en caso de que queramos descarta una respuesta hipotensora tardía o sincope vaso-bagal (respuesta 3 incorrecta). El tratamiento precoz de la enfermedad de Parkinson no mejora dicho cuadro (respuesta 5 incorrecta). En el caso que se nos plantea el estudio de la agudeza visual (opción 1 incorrecta) no aportaría datos para el diagnostico y el estudio mediante RNM no seria de realización en primer lugar (respuesta 5 incorrecta)","1. Manual Meck de geriatría, 2a edición, año 2001; capitulo 87, paginas 845-847",GERIATRÍA,Difícil,"0,13",,Valorar la agudeza visual.,Realizar una resonancia magnética.,Estudio con mesa basculante.,Medir la tensión arterial tumbada y levantada.,Intento terapéutico con L-dopa.,4,,
